flow_id,timestamp,src_ip,dst_ip,dst_port,protocol,duration_sec,src_bytes,dst_bytes,packets,connections_2s,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,hour,is_weekend,label
TR01224,2026-08-11 19:59:29,10.14.9.18,13.107.6.156,443,TCP,24.164,6990,20859,28,3,0.0169,0.0123,0.5344,0.4792,19,0,0
TR01225,2026-08-12 11:52:03,10.14.9.18,140.82.121.4,80,TCP,9.447,747,4396,7,4,0.1415,0.1473,0.5332,0.4693,11,0,0
TR01226,2026-08-16 04:04:43,10.14.5.4,142.250.74.14,443,TCP,25.171,875,93048,59,5,0.0237,0.0256,0.9305,0.0461,4,1,0
TR01227,2026-08-14 11:25:17,10.14.8.11,104.16.132.229,443,TCP,7.858,3549,1388,3,5,0.0965,0.006,0.8362,0.2361,11,0,0
TR01228,2026-08-12 00:47:20,10.20.2.15,185.125.190.29,443,TCP,68.573,32787122,70746,12246,4,0.0014,0.0265,0.7833,0.2175,0,0,1
TR01229,2026-08-11 10:18:14,10.14.8.11,104.16.132.229,443,TCP,15.014,277,10381,20,7,0.0585,0.2991,0.8495,0.1816,10,0,0
TR01230,2026-08-15 02:05:05,10.14.7.23,140.82.121.4,80,TCP,42.13,1020,6296,4,3,0.0636,0.1093,0.9347,0.0175,2,1,0
TR01231,2026-08-12 00:57:53,10.14.8.11,13.107.6.156,443,TCP,1.001,269,690,10,1,0.0223,0.0312,0.9047,0.0108,0,0,1
TR01232,2026-08-14 21:41:24,10.20.2.15,142.250.74.14,443,TCP,2.007,22206,24190,57,1,0.0117,0.1525,0.7444,0.3133,21,0,0
TR01233,2026-08-12 00:36:01,10.14.8.11,185.125.190.29,443,TCP,3.955,783,218,6,4,0.045,0.0293,0.9816,0.0468,0,0,1
TR01234,2026-08-11 03:41:58,10.20.9.10,104.16.132.229,80,TCP,25.334,875,387,2,1,0.0443,0.2296,0.8732,0.1047,3,0,0
TR01235,2026-08-11 06:29:27,10.20.9.10,142.250.74.14,80,TCP,28.308,5404,57278,46,4,0.0937,0.0992,0.6761,0.362,6,0,0
TR01236,2026-08-16 16:23:59,10.20.2.15,142.250.74.14,443,TCP,37.184,212073,6552,171,6,0.1328,0.0911,0.7525,0.2992,16,1,0
TR01237,2026-08-11 01:53:19,10.14.8.11,185.125.190.29,80,TCP,24.721,1085,4262,6,15,0.2143,0.0673,0.6622,0.2653,1,0,0
TR01238,2026-08-12 17:26:31,10.14.5.4,13.107.6.156,443,TCP,14.921,461,1959,2,1,0.1039,0.1216,0.9115,0.0414,17,0,0
TR01239,2026-08-16 03:11:00,10.20.9.10,20.112.52.29,443,TCP,85.659,23462304,29827,12712,1,0.0479,0.0655,0.7638,0.1284,3,1,1
TR01240,2026-08-12 03:35:59,10.14.8.11,185.125.190.29,53,UDP,26.42,1256,427,2,7,0.0374,0.0939,0.3061,0.7721,3,0,0
TR01241,2026-08-14 06:29:42,10.14.5.4,20.112.52.29,53,UDP,55.115,939,375,2,1,0.0732,0.0626,0.9434,0.1197,6,0,0
TR01242,2026-08-15 14:07:57,10.14.9.18,20.112.52.29,443,TCP,24.303,5444,54332,37,5,0.015,0.0155,0.4824,0.5737,14,1,0
TR01243,2026-08-11 03:56:27,10.14.9.18,185.125.190.29,443,TCP,196.916,29021361,57019,29316,7,0.0542,0.0641,0.9705,0.1749,3,0,1
TR01244,2026-08-14 03:02:07,10.14.8.11,140.82.121.4,443,TCP,212.291,10730364,45526,41178,8,0.0657,0.0478,0.7617,0.1299,3,0,1
TR01245,2026-08-13 00:47:43,10.20.9.10,142.250.74.14,443,TCP,63.194,17706211,61925,41705,3,0.0477,0.0439,0.9099,0.0845,0,0,1
TR01246,2026-08-13 18:01:02,10.20.2.15,104.16.132.229,22,TCP,11.645,11535,1861,10,9,0.042,0.0459,0.7806,0.1988,18,0,0
TR01247,2026-08-10 04:43:42,10.14.8.11,140.82.121.4,443,TCP,179.003,20257145,56705,36181,4,0.0351,0.0042,0.9428,0.2013,4,0,1
TR01248,2026-08-10 00:55:24,10.20.2.15,140.82.121.4,443,TCP,3.657,840,174,11,4,0.0498,0.0196,0.9537,0.0356,0,0,1
TR01249,2026-08-10 23:32:11,10.20.2.15,142.250.74.14,389,TCP,1.129,176,65,1,29,0.7322,0.1754,0.2956,0.8763,23,0,1
TR01250,2026-08-12 20:22:40,10.14.5.4,142.250.74.14,443,TCP,135.332,1908,7546,7,8,0.1176,0.0277,0.8013,0.155,20,0,0
TR01251,2026-08-13 13:53:21,10.14.9.18,44.236.72.93,1433,TCP,10.197,1894,851,5,12,0.005,0.1563,0.7881,0.198,13,0,0
TR01252,2026-08-12 17:09:15,10.20.9.10,185.125.190.29,443,TCP,0.067,96,58,1,84,0.534,0.1487,0.3591,0.9293,17,0,1
TR01253,2026-08-12 19:48:40,10.14.8.11,44.236.72.93,3389,TCP,0.697,166,78,2,26,0.8743,0.1284,0.1359,0.6528,19,0,1
TR01254,2026-08-15 09:42:22,10.14.5.4,104.16.132.229,53,UDP,25.838,5385,1815,4,5,0.026,0.0698,0.7867,0.1729,9,1,0
TR01255,2026-08-12 01:13:02,10.14.8.11,104.16.132.229,443,TCP,38.721,1333,1321,3,5,0.1296,0.0103,0.5375,0.505,1,0,0
TR01256,2026-08-12 06:13:10,10.14.9.18,20.112.52.29,3389,TCP,10.74,6158,3691,11,7,0.1592,0.2001,0.4987,0.4262,6,0,0
TR01257,2026-08-16 02:57:41,10.14.9.18,20.112.52.29,443,TCP,219.403,8035831,40795,40152,2,0.0743,0.0187,0.8531,0.1447,2,1,1
TR01258,2026-08-16 06:47:54,10.14.5.4,20.112.52.29,443,TCP,7.068,3924,2155,4,1,0.0671,0.0851,0.654,0.3056,6,1,0
TR01259,2026-08-11 12:40:36,10.14.7.23,13.107.6.156,443,TCP,51.562,37968,5069,29,5,0.0684,0.0692,0.8754,0.1139,12,0,0
TR01260,2026-08-15 20:47:08,10.14.7.23,142.250.74.14,443,TCP,22.891,851,5499,4,11,0.0125,0.0477,0.6669,0.4037,20,1,0
TR01261,2026-08-13 09:21:45,10.14.7.23,140.82.121.4,445,TCP,20.454,4273,11542,14,4,0.0217,0.1193,0.368,0.6735,9,0,0
TR01262,2026-08-16 07:40:14,10.20.9.10,44.236.72.93,443,TCP,10.04,1039,963,2,8,0.146,0.2062,0.7019,0.3557,7,1,0
TR01263,2026-08-14 18:33:21,10.20.2.15,20.112.52.29,445,TCP,4.456,484,48597,48,5,0.0546,0.1843,0.6151,0.38,18,0,0
TR01264,2026-08-16 22:44:57,10.20.9.10,13.107.6.156,3389,TCP,5.978,13698,1227,11,1,0.0518,0.1682,0.9582,0.0814,22,1,0
TR01265,2026-08-10 21:30:54,10.14.8.11,44.236.72.93,443,TCP,31.801,3872,75025,79,1,0.0142,0.0357,0.5069,0.4369,21,0,0
TR01266,2026-08-12 23:24:22,10.14.8.11,140.82.121.4,443,TCP,19.065,11503,637,11,7,0.0085,0.0021,0.5819,0.4022,23,0,0
TR01267,2026-08-14 00:04:53,10.20.9.10,20.112.52.29,443,TCP,95.966,30124202,15037,13823,6,0.0013,0.0663,0.843,0.0258,0,0,1
TR01268,2026-08-16 06:47:34,10.14.9.18,140.82.121.4,443,TCP,29.955,987,647,2,8,0.221,0.076,0.6015,0.3308,6,1,0
TR01269,2026-08-10 15:30:50,10.20.9.10,140.82.121.4,25,TCP,8.542,165,2646,3,9,0.0051,0.0616,0.9008,0.0383,15,0,0
TR01270,2026-08-16 02:20:04,10.20.9.10,140.82.121.4,443,TCP,3.658,794,316,8,5,0.0419,0.0031,0.9339,0.0828,2,1,1
TR01271,2026-08-14 02:28:41,10.20.9.10,140.82.121.4,22,TCP,5.23,1413,19301,29,10,0.0314,0.0426,0.3578,0.6607,2,0,0
TR01272,2026-08-14 19:44:44,10.14.9.18,20.112.52.29,443,TCP,20.382,667,3212,6,1,0.1274,0.0642,0.9421,0,19,0,0
TR01273,2026-08-13 00:01:20,10.14.8.11,142.250.74.14,443,TCP,109.457,14178301,49159,8082,7,0.045,0.0424,0.7931,0.0998,0,0,1
TR01274,2026-08-11 21:24:21,10.14.7.23,185.125.190.29,80,TCP,27.221,494,95254,80,8,0.0996,0.0595,0.6841,0.2374,21,0,0
TR01275,2026-08-10 11:59:32,10.14.7.23,104.16.132.229,443,TCP,9.993,147,36990,72,14,0.0588,0.2196,0.5568,0.3868,11,0,0
TR01276,2026-08-12 05:13:12,10.20.9.10,185.125.190.29,3389,TCP,5.298,843,1082,2,13,0.0274,0.0352,0.6231,0.3765,5,0,0
TR01277,2026-08-15 23:25:05,10.14.9.18,44.236.72.93,80,TCP,45.106,19780,877,22,6,0.0277,0.0268,0.6696,0.2997,23,1,0
TR01278,2026-08-12 00:18:35,10.20.9.10,104.16.132.229,443,TCP,95.91,33330514,16901,18430,1,0.0739,0.0375,0.7881,0.1604,0,0,1
TR01279,2026-08-14 04:41:00,10.14.7.23,20.112.52.29,22,TCP,14.128,2915,6539,9,5,0.0552,0.0186,0.9181,0.1469,4,0,0
TR01280,2026-08-13 16:59:42,10.14.7.23,185.125.190.29,445,TCP,0.708,125,10,3,53,0.8438,0.1388,0.2401,0.7177,16,0,1
TR01281,2026-08-13 14:58:46,10.14.8.11,140.82.121.4,80,TCP,14.816,60998,8851,50,2,0.0726,0.0116,0.7462,0.2937,14,0,0
TR01282,2026-08-16 21:13:29,10.20.2.15,44.236.72.93,3389,TCP,4.056,1409,2048,2,10,0.2108,0.0173,0.9504,0.1224,21,1,0
TR01283,2026-08-16 13:58:34,10.20.9.10,44.236.72.93,389,TCP,0.666,239,91,2,41,0.983,0.2879,0.347,0.9635,13,1,1
TR01284,2026-08-15 02:38:45,10.20.2.15,140.82.121.4,443,TCP,27.843,1203,3312,3,6,0.1747,0.0162,0.4556,0.4757,2,1,0
TR01285,2026-08-14 16:51:18,10.20.2.15,104.16.132.229,3389,TCP,126.154,10953,101882,73,6,0.0105,0.006,0.8333,0.0872,16,0,0
TR01286,2026-08-14 05:17:38,10.20.9.10,44.236.72.93,53,UDP,74.065,2258,499,2,10,0.049,0.0154,0.7034,0.3236,5,0,0
TR01287,2026-08-13 22:13:05,10.14.9.18,104.16.132.229,3389,TCP,126.972,3317,2129,5,6,0.0668,0.1209,0.8295,0.2498,22,0,0
TR01288,2026-08-11 13:04:26,10.14.5.4,185.125.190.29,443,TCP,6.323,2331,854,2,8,0.0796,0.1142,0.6096,0.3399,13,0,0
TR01289,2026-08-12 20:10:20,10.14.5.4,20.112.52.29,443,TCP,37.324,455,308,2,3,0.2146,0.0794,0.8935,0.1659,20,0,0
TR01290,2026-08-12 01:43:08,10.20.9.10,142.250.74.14,3389,TCP,5.074,4073,53159,56,5,0.1919,0.0989,0.7439,0.3079,1,0,0
TR01291,2026-08-13 10:20:50,10.20.9.10,20.112.52.29,80,TCP,63.905,2572,30081,21,8,0.0143,0.0712,0.8555,0.186,10,0,0
TR01292,2026-08-11 04:41:22,10.14.7.23,13.107.6.156,80,TCP,5.242,774,10734,10,2,0.24,0.0625,0.7753,0.3003,4,0,0
TR01293,2026-08-13 02:20:01,10.20.9.10,140.82.121.4,80,TCP,7.18,1727,263,2,3,0.0592,0.1039,0.7435,0.2799,2,0,0
TR01294,2026-08-11 13:29:31,10.14.5.4,185.125.190.29,443,TCP,91.102,1129,10860,7,4,0.114,0.0191,0.7232,0.2611,13,0,0
TR01295,2026-08-12 07:53:21,10.20.2.15,185.125.190.29,3389,TCP,3.152,4986,13719,12,4,0.0286,0.0803,0.8414,0.2288,7,0,0
TR01296,2026-08-13 14:26:12,10.14.8.11,185.125.190.29,445,TCP,12.994,213,409,2,6,0.101,0.0156,0.4497,0.6159,14,0,0
TR01297,2026-08-16 21:19:01,10.14.7.23,44.236.72.93,80,TCP,70.218,3453,1647,5,1,0.24,0.1573,0.8349,0.1629,21,1,0
TR01298,2026-08-10 23:51:36,10.14.9.18,13.107.6.156,443,TCP,102.775,27916096,22967,31860,2,0.0316,0.0738,0.8899,0.1204,23,0,1
TR01299,2026-08-16 07:14:13,10.14.7.23,142.250.74.14,22,TCP,24.738,575,1392,2,1,0.1161,0.0708,0.8318,0.196,7,1,0
TR01300,2026-08-15 13:18:42,10.20.9.10,20.112.52.29,443,TCP,166.211,3117,14973,27,5,0.2756,0.2138,0.6255,0.4296,13,1,0
TR01301,2026-08-12 20:49:16,10.14.5.4,185.125.190.29,1433,TCP,23.823,1327,557,2,2,0.2018,0.0023,0.8007,0.2323,20,0,0
TR01302,2026-08-15 09:53:35,10.20.9.10,13.107.6.156,443,TCP,9.396,3704,7188,19,1,0.0769,0.0861,0.5671,0.4579,9,1,0
TR01303,2026-08-10 12:24:50,10.14.9.18,44.236.72.93,80,TCP,2.935,40,2529,2,5,0.1429,0.0449,0.5192,0.5557,12,0,0
TR01304,2026-08-15 09:50:30,10.20.2.15,44.236.72.93,443,TCP,29.154,4753,433,3,8,0.0284,0.1368,0.9228,0.0194,9,1,0
TR01305,2026-08-12 07:00:08,10.20.9.10,20.112.52.29,445,TCP,5.58,1555,526,2,3,0.0056,0.0341,0.4321,0.5335,7,0,0
TR01306,2026-08-15 09:35:49,10.14.8.11,44.236.72.93,443,TCP,40.035,1846,9634,12,8,0.0776,0.1157,0.8172,0.2013,9,1,0
TR01307,2026-08-10 19:53:02,10.14.9.18,140.82.121.4,443,TCP,88.425,3409,14744,25,6,0.2935,0.0229,0.9253,0.1132,19,0,0
TR01308,2026-08-14 22:02:48,10.14.9.18,142.250.74.14,25,TCP,110.093,38104,1585,50,14,0.0549,0.0669,0.6595,0.2646,22,0,0
TR01309,2026-08-14 18:07:39,10.14.9.18,140.82.121.4,445,TCP,4.946,2236,1201,3,3,0.0535,0.0665,0.9169,0.1223,18,0,0
TR01310,2026-08-13 03:19:14,10.20.2.15,185.125.190.29,3389,TCP,0.947,200,149,1,58,0.5259,0.2889,0.2329,0.5896,3,0,1
TR01311,2026-08-11 10:51:40,10.14.7.23,13.107.6.156,445,TCP,13.764,899,111346,87,8,0.2266,0.1971,0.594,0.4558,10,0,0
TR01312,2026-08-13 01:31:44,10.14.9.18,140.82.121.4,53,UDP,7.723,5427,20200,21,1,0.1107,0.107,0.7926,0.2475,1,0,0
TR01313,2026-08-16 00:12:42,10.20.9.10,140.82.121.4,443,TCP,4.681,644,230,7,2,0.006,0.0324,0.8603,0.0221,0,1,1
TR01314,2026-08-14 23:29:25,10.14.7.23,185.125.190.29,443,TCP,181.606,24604676,61817,9318,4,0.0265,0.0689,0.8687,0.1993,23,0,1
TR01315,2026-08-13 21:00:05,10.14.8.11,185.125.190.29,1433,TCP,14.818,380,173,2,5,0.0911,0.1452,0.8058,0.2091,21,0,0
TR01316,2026-08-13 16:09:25,10.20.2.15,13.107.6.156,80,TCP,67.693,1639,819,2,9,0.1582,0.1825,0.8438,0.234,16,0,0
TR01317,2026-08-13 22:26:30,10.14.7.23,13.107.6.156,443,TCP,11.492,1781,2632,3,6,0.0469,0.0293,0.55,0.4746,22,0,0
TR01318,2026-08-13 00:52:23,10.14.8.11,142.250.74.14,1433,TCP,12.107,2425,13760,17,4,0.0425,0.0546,0.6539,0.3014,0,0,0
TR01319,2026-08-12 04:26:36,10.14.9.18,44.236.72.93,80,TCP,12.305,1137,197,2,1,0.0071,0.0592,0.7701,0.1516,4,0,0
TR01320,2026-08-10 08:51:37,10.14.9.18,185.125.190.29,3389,TCP,18.651,3868,2736,5,1,0.0763,0.1093,0.4541,0.575,8,0,0
TR01321,2026-08-16 03:44:06,10.14.7.23,140.82.121.4,443,TCP,1.276,250,324,2,3,0.019,0.0025,0.9684,0.014,3,1,1
TR01322,2026-08-11 00:17:39,10.20.9.10,13.107.6.156,1433,TCP,22.256,406,25245,20,6,0.0011,0.0733,0.8388,0.1633,0,0,0
TR01323,2026-08-11 23:01:38,10.14.9.18,104.16.132.229,445,TCP,48.545,793,15495,14,15,0.2129,0.2067,0.5445,0.4266,23,0,0
TR01324,2026-08-16 06:38:27,10.14.9.18,20.112.52.29,3389,TCP,9.344,2206,5383,6,6,0.0681,0.0448,0.869,0.1265,6,1,0
TR01325,2026-08-15 04:04:57,10.14.8.11,44.236.72.93,443,TCP,7.986,70915,47208,109,12,0.0634,0.0209,0.7276,0.3276,4,1,0
TR01326,2026-08-14 02:51:32,10.14.5.4,44.236.72.93,80,TCP,4.854,3025,32010,23,2,0.0302,0.1233,0.7393,0.3106,2,0,0
TR01327,2026-08-13 01:13:54,10.20.2.15,140.82.121.4,445,TCP,34.807,42082,1909,32,10,0.0405,0.084,0.7705,0.256,1,0,0
TR01328,2026-08-11 17:30:26,10.14.5.4,44.236.72.93,443,TCP,27.6,3185,8750,12,5,0.0266,0.0542,0.784,0.1757,17,0,0
TR01329,2026-08-13 02:23:14,10.14.7.23,13.107.6.156,443,TCP,194.278,18830247,10225,39315,8,0.0007,0.0499,0.986,0.0168,2,0,1
TR01330,2026-08-16 10:25:44,10.20.9.10,104.16.132.229,3389,TCP,38.272,562,6996,6,9,0.2395,0.1725,0.8474,0.1014,10,1,0
TR01331,2026-08-14 03:13:12,10.14.7.23,185.125.190.29,443,TCP,2.778,506,310,11,2,0.0133,0.0231,0.9417,0.0653,3,0,1
TR01332,2026-08-14 16:24:43,10.20.9.10,140.82.121.4,443,TCP,25.228,7838,3248,11,9,0.0244,0.1288,0.598,0.4165,16,0,0
TR01333,2026-08-16 11:27:51,10.20.9.10,142.250.74.14,25,TCP,42.569,5989,3575,8,4,0.0972,0.0358,0.8007,0.2092,11,1,0
TR01334,2026-08-15 03:59:57,10.14.5.4,104.16.132.229,443,TCP,4.626,741,619,10,3,0.0475,0.0083,0.9079,0.0506,3,1,1
TR01335,2026-08-16 21:18:42,10.20.2.15,142.250.74.14,80,TCP,66.991,851,1222,2,5,0.0577,0.0161,0.5983,0.3806,21,1,0
TR01336,2026-08-16 20:03:15,10.20.9.10,20.112.52.29,443,TCP,3.659,435,20653,30,4,0.0949,0.0227,0.8794,0.1349,20,1,0
TR01337,2026-08-10 13:51:23,10.20.2.15,20.112.52.29,3389,TCP,18.86,482,1012,2,1,0.0319,0.0117,0.8869,0.1825,13,0,0
TR01338,2026-08-15 12:28:17,10.14.7.23,13.107.6.156,53,UDP,2.891,22592,1365,14,10,0.0198,0.1908,0.9222,0.1426,12,1,0
TR01339,2026-08-13 09:57:59,10.14.7.23,44.236.72.93,443,TCP,1.773,1756,1175,5,1,0.0732,0.0812,0.9407,0.0112,9,0,0
TR01340,2026-08-12 03:29:12,10.14.5.4,185.125.190.29,445,TCP,5.403,3468,18516,37,9,0.0982,0.0968,0.636,0.3691,3,0,0
TR01341,2026-08-12 22:31:34,10.14.8.11,20.112.52.29,445,TCP,33.235,610,3685,4,1,0.2093,0.0261,0.7022,0.3091,22,0,0
TR01342,2026-08-16 09:24:00,10.20.2.15,142.250.74.14,443,TCP,27.697,7188,888,5,2,0.3185,0.1242,0.9261,0.1333,9,1,0
TR01343,2026-08-16 20:58:24,10.14.5.4,20.112.52.29,445,TCP,9.952,93448,44661,127,6,0.0089,0.1304,0.6521,0.3637,20,1,0
TR01344,2026-08-10 16:20:16,10.20.9.10,13.107.6.156,443,TCP,2.399,115,16619,11,10,0.0798,0.0193,0.7607,0.1654,16,0,0
TR01345,2026-08-13 13:38:44,10.14.5.4,13.107.6.156,25,TCP,14.782,6112,1262,5,2,0.0616,0.0497,0.3846,0.6699,13,0,0
TR01346,2026-08-12 03:42:02,10.14.5.4,140.82.121.4,443,TCP,87.625,34754228,50726,30889,6,0.0398,0.0332,0.9736,0.1588,3,0,1
TR01347,2026-08-10 16:22:26,10.14.7.23,185.125.190.29,443,TCP,15.051,4504,30204,28,3,0.0233,0.0376,0.8419,0.1774,16,0,0
TR01348,2026-08-14 07:55:51,10.14.5.4,13.107.6.156,3389,TCP,10.14,3052,1839,3,5,0.0392,0.1218,0.8403,0.1628,7,0,0
TR01349,2026-08-16 03:11:41,10.14.7.23,140.82.121.4,443,TCP,41.534,15437049,70310,19805,2,0.0283,0.0136,0.9591,0.0167,3,1,1
TR01350,2026-08-13 04:57:11,10.14.8.11,140.82.121.4,389,TCP,0.477,215,87,4,57,0.4963,0.4181,0.2661,0.7827,4,0,1
TR01351,2026-08-10 13:32:03,10.14.8.11,13.107.6.156,443,TCP,81.593,3195,40814,52,5,0.1036,0.0188,0.7691,0.2906,13,0,0
TR01352,2026-08-10 09:31:36,10.14.8.11,185.125.190.29,53,UDP,6.985,2286,3237,7,11,0.0381,0.0446,0.7399,0.2875,9,0,0
TR01353,2026-08-16 01:44:48,10.20.2.15,44.236.72.93,443,TCP,0.241,135,61,4,78,0.6277,0.1321,0.4253,0.7114,1,1,1
TR01354,2026-08-16 03:19:49,10.14.8.11,142.250.74.14,443,TCP,3.505,433,257,10,3,0.0086,0.0116,0.9003,0.0778,3,1,1
TR01355,2026-08-11 13:28:02,10.14.9.18,185.125.190.29,1433,TCP,70.202,9669,1955,12,3,0.0247,0.0233,0.6137,0.4413,13,0,0
TR01356,2026-08-14 04:54:41,10.14.9.18,140.82.121.4,443,TCP,4.312,437,295,2,3,0.0284,0.0331,0.937,0.0969,4,0,1
TR01357,2026-08-13 08:51:11,10.14.9.18,140.82.121.4,443,TCP,9.304,48009,737,45,1,0.0524,0.0119,0.7619,0.269,8,0,0
TR01358,2026-08-16 10:18:05,10.20.2.15,20.112.52.29,1433,TCP,67.457,531,509,2,3,0.0055,0.0129,0.6902,0.2336,10,1,0
TR01359,2026-08-14 09:02:24,10.14.8.11,20.112.52.29,3389,TCP,14.409,291,1134,2,11,0.0416,0.0894,0.8841,0.1913,9,0,0
TR01360,2026-08-10 09:57:43,10.14.5.4,20.112.52.29,1433,TCP,6.431,8558,17714,17,13,0.1508,0.1153,0.5043,0.536,9,0,0
TR01361,2026-08-14 13:29:06,10.14.8.11,185.125.190.29,443,TCP,27.352,2135,392,2,10,0.0419,0.1245,0.8914,0.082,13,0,0
TR01362,2026-08-11 14:41:19,10.14.7.23,140.82.121.4,443,TCP,5.814,210,121999,166,4,0.0848,0.2891,0.7467,0.27,14,0,0
TR01363,2026-08-14 14:48:14,10.14.5.4,13.107.6.156,1433,TCP,5.646,1608,2752,8,10,0.0775,0.0656,0.8993,0.1619,14,0,0
TR01364,2026-08-15 01:48:17,10.14.5.4,104.16.132.229,3389,TCP,12.68,635,862,2,14,0.0977,0.1245,0.8428,0.1134,1,1,0
TR01365,2026-08-10 23:52:20,10.14.5.4,20.112.52.29,80,TCP,13.984,806,4473,3,5,0.0209,0.082,0.7399,0.2344,23,0,0
TR01366,2026-08-15 03:21:28,10.14.9.18,20.112.52.29,3389,TCP,35.076,3810,961,7,11,0.0523,0.0319,0.8927,0.1069,3,1,0
TR01367,2026-08-13 00:58:43,10.14.5.4,104.16.132.229,443,TCP,89.665,10044892,61557,20080,3,0.0157,0.0093,0.8455,0.1109,0,0,1
TR01368,2026-08-15 17:58:59,10.20.2.15,140.82.121.4,1433,TCP,53.109,1615,1321,3,9,0.0443,0.1186,0.6778,0.3781,17,1,0
TR01369,2026-08-14 18:36:59,10.14.5.4,44.236.72.93,445,TCP,6.995,2538,3437,6,1,0.0084,0.0653,0.7991,0.2688,18,0,0
TR01370,2026-08-13 12:46:29,10.14.8.11,185.125.190.29,443,TCP,23.263,4155,20043,29,8,0.01,0.0445,0.59,0.4274,12,0,0
TR01371,2026-08-16 01:38:14,10.20.9.10,140.82.121.4,80,TCP,34.599,65064,9628,83,1,0.0856,0.0458,0.7386,0.2822,1,1,0
TR01372,2026-08-14 04:22:55,10.14.9.18,185.125.190.29,80,TCP,64.125,15254,44399,46,13,0.0449,0.0212,0.8702,0.1495,4,0,0
TR01373,2026-08-12 13:46:04,10.20.9.10,13.107.6.156,443,TCP,8.262,10876,2682,16,14,0.117,0.0997,0.3684,0.665,13,0,0
TR01374,2026-08-10 04:31:38,10.20.2.15,20.112.52.29,3389,TCP,12.95,74,2270,3,4,0.086,0.0511,0.6243,0.328,4,0,0
TR01375,2026-08-14 22:56:16,10.20.9.10,13.107.6.156,80,TCP,26.892,670,1584,2,6,0.0757,0.1091,0.747,0.2645,22,0,0
TR01376,2026-08-13 23:55:52,10.20.9.10,13.107.6.156,1433,TCP,5.89,54698,1185,59,1,0.022,0.2351,0.966,0.1041,23,0,0
TR01377,2026-08-14 08:21:08,10.14.9.18,13.107.6.156,53,UDP,12.698,7439,3199,8,5,0.2759,0.0365,0.7,0.3558,8,0,0
TR01378,2026-08-13 16:41:52,10.14.9.18,44.236.72.93,443,TCP,32.253,5235,341761,557,1,0.2601,0.0904,0.7404,0.2185,16,0,0
TR01379,2026-08-13 19:03:43,10.20.2.15,13.107.6.156,53,UDP,10.508,229,1182,2,3,0.1111,0.0531,0.8057,0.215,19,0,0
TR01380,2026-08-15 16:28:32,10.14.5.4,142.250.74.14,445,TCP,4.488,3474,3582,13,9,0.016,0.0606,0.6441,0.2873,16,1,0
TR01381,2026-08-11 12:05:20,10.20.2.15,44.236.72.93,1433,TCP,19.823,557,31306,36,1,0.1458,0.0177,0.795,0.1748,12,0,0
TR01382,2026-08-13 12:11:16,10.20.2.15,140.82.121.4,25,TCP,80.455,4083,4599,7,10,0.2541,0.0683,0.6035,0.4197,12,0,0
TR01383,2026-08-15 12:58:06,10.14.9.18,44.236.72.93,445,TCP,4.792,21937,22971,73,4,0.0453,0.0564,0.9506,0.115,12,1,0
TR01384,2026-08-15 00:02:47,10.20.2.15,140.82.121.4,22,TCP,15.48,12343,14326,18,4,0.0449,0.0816,0.732,0.2332,0,1,0
TR01385,2026-08-16 00:17:21,10.14.5.4,140.82.121.4,443,TCP,16.683,5166,7618,14,6,0.0648,0.0916,0.4326,0.5372,0,1,0
TR01386,2026-08-16 05:50:40,10.14.7.23,13.107.6.156,53,UDP,18.002,1076,2240,3,5,0.0617,0.2312,0.907,0.0154,5,1,0
TR01387,2026-08-16 22:33:31,10.14.9.18,20.112.52.29,53,UDP,6.567,1409,1035,2,6,0.197,0.0183,0.7907,0.2379,22,1,0
TR01388,2026-08-10 12:47:32,10.20.9.10,142.250.74.14,443,TCP,70.522,398,12644,21,8,0.1239,0.0471,0.7317,0.2886,12,0,0
TR01389,2026-08-16 01:35:25,10.20.2.15,13.107.6.156,443,TCP,166.743,19671706,70686,32845,2,0.0194,0.0737,0.9918,0.138,1,1,1
TR01390,2026-08-16 10:06:54,10.20.9.10,140.82.121.4,3389,TCP,44.126,2391,62766,54,10,0.0556,0.059,0.8495,0.1057,10,1,0
TR01391,2026-08-14 10:25:34,10.14.7.23,13.107.6.156,3389,TCP,0.52,179,73,3,80,0.6517,0.2396,0.3213,0.7912,10,0,1
TR01392,2026-08-10 16:52:33,10.20.9.10,142.250.74.14,22,TCP,7.084,135943,66176,292,14,0.0456,0.003,0.5997,0.409,16,0,0
TR01393,2026-08-10 11:59:32,10.20.9.10,20.112.52.29,1433,TCP,14.547,7213,420,11,1,0.0327,0.0965,0.7282,0.2729,11,0,0
TR01394,2026-08-13 11:31:27,10.14.9.18,20.112.52.29,443,TCP,123.125,1528,34283,35,10,0.0742,0.0583,0.7965,0.2163,11,0,0
TR01395,2026-08-16 04:21:28,10.14.9.18,140.82.121.4,443,TCP,1.56,693,675,8,6,0.0309,0.0029,0.8926,0.0546,4,1,1
TR01396,2026-08-10 16:40:03,10.14.9.18,185.125.190.29,443,TCP,7.524,1941,1390,4,12,0.2115,0.0702,0.8193,0.2033,16,0,0
TR01397,2026-08-11 13:51:02,10.20.2.15,104.16.132.229,1433,TCP,51.463,1001,6511,4,8,0.1283,0.0999,0.8345,0.1333,13,0,0
TR01398,2026-08-14 05:47:47,10.14.8.11,142.250.74.14,389,TCP,0.22,113,8,2,79,0.9951,0.3827,0.1584,0.9843,5,0,1
