flow_id,timestamp,src_ip,dst_ip,dst_port,protocol,duration_sec,src_bytes,dst_bytes,packets,connections_2s,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,hour,is_weekend
CASE-EXFIL-17,2026-08-15 02:57:15,10.14.7.23,45.77.89.11,443,TCP,70.263,20337214,14727,33959,3,0.0,0.0,0.922,0.0335,2,1
CASE-EXFIL-18,2026-08-15 02:58:03,10.14.7.23,45.77.89.11,443,TCP,91.2,20512036,13703,20483,1,0.0,0.0,0.9989,0.0205,2,1
INV00256,2026-08-15 03:45:18,10.14.7.23,13.107.6.156,25,TCP,10.867,918,51362,65,7,0.0517,0.0324,0.7941,0.1532,3,1
CASE-EXFIL-09,2026-08-15 03:49:09,10.14.7.23,45.77.89.11,443,TCP,79.814,22712013,21647,20052,4,0.0,0.0,0.9468,0.0538,2,1
INV00309,2026-08-15 04:12:10,10.20.9.10,104.16.132.229,25,TCP,45.527,1066,13131,18,8,0.0396,0.0413,0.9753,0.031,4,1
INV00396,2026-08-15 04:23:52,10.20.2.15,142.250.74.14,3389,TCP,58.562,11441,1202,15,5,0.0305,0.031,0.7376,0.2368,4,1
INV00026,2026-08-15 04:46:08,10.14.5.4,20.112.52.29,443,TCP,13.488,8198,62335,48,9,0.1264,0.0723,0.8672,0.0797,4,1
CASE-BEACON-03,2026-08-15 04:55:01,10.14.7.23,185.199.110.42,443,TCP,1.64,382,365,9,3,0.0,0.0,0.9638,0.0637,1,1
INV00008,2026-08-15 05:01:05,10.14.9.18,140.82.121.4,80,TCP,41.283,568,2048,2,7,0.053,0.23,0.8316,0.1597,5,1
INV00006,2026-08-15 05:14:07,10.14.7.23,13.107.6.156,443,TCP,7.84,5758,296,6,2,0.0759,0.0315,0.4661,0.5163,5,1
INV00321,2026-08-15 05:14:48,10.14.5.4,20.112.52.29,53,UDP,28.947,394,2683,5,7,0.0772,0.0438,0.6778,0.2738,5,1
INV00112,2026-08-15 06:07:23,10.20.9.10,140.82.121.4,443,TCP,20.037,26838,23614,37,5,0.0237,0.0488,0.8199,0.2303,6,1
INV00371,2026-08-15 06:11:33,10.20.9.10,142.250.74.14,53,UDP,32.331,1934,41442,27,1,0.0684,0.1629,0.8177,0.2546,6,1
INV00071,2026-08-15 06:11:48,10.14.5.4,185.125.190.29,1433,TCP,10.312,2058,51,3,5,0.0252,0.0884,0.3396,0.5845,6,1
INV00062,2026-08-15 06:38:07,10.14.5.4,20.112.52.29,443,TCP,7.997,11596,11537,28,6,0.1031,0.0551,0.6658,0.2746,6,1
INV00368,2026-08-15 07:01:25,10.20.9.10,13.107.6.156,53,UDP,28.841,7899,252,8,10,0.1331,0.1014,0.5029,0.4502,7,1
INV00287,2026-08-15 07:11:33,10.14.5.4,140.82.121.4,3389,TCP,40.355,1985,644,3,4,0.1138,0.0403,0.8284,0.1548,7,1
INV00041,2026-08-15 07:16:53,10.20.9.10,140.82.121.4,443,TCP,31.418,2903,2637,4,7,0.0027,0.1707,0.5256,0.4604,7,1
INV00106,2026-08-15 08:14:04,10.20.2.15,185.125.190.29,443,TCP,24.634,14750,3523,12,4,0.0427,0.1178,0.8679,0.0837,8,1
INV00397,2026-08-15 08:15:06,10.20.9.10,13.107.6.156,445,TCP,62.067,3836,4795,7,11,0.0713,0.0621,0.7752,0.2355,8,1
INV00059,2026-08-15 08:45:31,10.20.2.15,44.236.72.93,443,TCP,23.717,757,796,2,7,0.0251,0.0299,0.8217,0.1795,8,1
INV00300,2026-08-15 09:10:32,10.14.9.18,142.250.74.14,443,TCP,7.999,1612,80,2,9,0.1056,0.0475,0.8054,0.1402,9,1
INV00346,2026-08-15 09:30:15,10.20.2.15,44.236.72.93,3389,TCP,21.087,570,2165,2,4,0.0502,0.1196,0.7468,0.2801,9,1
INV00203,2026-08-15 09:41:12,10.20.9.10,140.82.121.4,1433,TCP,6.844,8983,696,8,6,0.0124,0.1186,0.4836,0.573,9,1
INV00224,2026-08-15 10:31:02,10.14.9.18,20.112.52.29,80,TCP,11.417,335,693,2,10,0.0266,0.0241,0.7047,0.3305,10,1
INV00094,2026-08-15 11:28:25,10.20.9.10,104.16.132.229,22,TCP,17.739,2223,1227,4,3,0.036,0.0601,0.6019,0.4088,11,1
INV00178,2026-08-15 11:47:37,10.14.9.18,185.125.190.29,53,UDP,40.986,886,1762,5,3,0.0577,0.21,0.6541,0.384,11,1
INV00354,2026-08-15 11:55:18,10.14.9.18,104.16.132.229,443,TCP,9.865,3598,281,3,6,0.1053,0.0816,0.7627,0.1597,11,1
INV00140,2026-08-15 11:58:26,10.14.7.23,140.82.121.4,443,TCP,46.87,1788,72,2,1,0.0161,0.0023,0.7996,0.1497,11,1
INV00028,2026-08-15 12:17:56,10.20.2.15,142.250.74.14,443,TCP,2.936,2170,584,2,11,0.0823,0.1322,0.5131,0.4262,12,1
INV00031,2026-08-15 12:41:14,10.14.8.11,142.250.74.14,443,TCP,75.681,489,16574,30,3,0.117,0.0727,0.6363,0.354,12,1
INV00308,2026-08-15 13:27:45,10.14.7.23,44.236.72.93,443,TCP,13.232,3768,1064,4,4,0.2323,0.1142,0.7746,0.1636,13,1
INV00092,2026-08-15 15:30:35,10.14.8.11,104.16.132.229,80,TCP,4.424,15406,9871,28,3,0.0509,0.0391,0.4682,0.5137,15,1
INV00392,2026-08-15 15:35:12,10.20.9.10,20.112.52.29,53,UDP,7.104,2007,1690,3,12,0.0587,0.241,0.7113,0.2549,15,1
INV00240,2026-08-15 15:53:25,10.14.7.23,44.236.72.93,22,TCP,12.578,711,22639,20,3,0.2094,0.1682,0.8584,0.1762,15,1
INV00216,2026-08-15 16:10:56,10.14.9.18,44.236.72.93,53,UDP,2.333,737,1593,2,7,0.099,0.0756,0.4802,0.5003,16,1
INV00324,2026-08-15 16:26:17,10.20.2.15,13.107.6.156,3389,TCP,6.744,12634,143,10,10,0.0327,0.0372,0.6428,0.343,16,1
INV00207,2026-08-15 16:38:33,10.20.9.10,140.82.121.4,80,TCP,35.704,965,624,3,9,0.1411,0.071,0.7789,0.2461,16,1
INV00187,2026-08-15 16:58:10,10.14.9.18,140.82.121.4,80,TCP,15.302,33748,2580,50,6,0.1108,0.0068,0.8332,0.1075,16,1
INV00111,2026-08-15 17:18:10,10.14.7.23,185.125.190.29,80,TCP,7.729,4510,17793,16,2,0.1278,0.1062,0.6716,0.3774,17,1
INV00295,2026-08-15 18:07:57,10.14.8.11,140.82.121.4,443,TCP,30.491,1436,5816,7,3,0.051,0.0085,0.6112,0.3445,18,1
INV00128,2026-08-15 18:20:20,10.14.5.4,104.16.132.229,53,UDP,4.856,34107,696,24,1,0.0715,0.0492,0.7648,0.1724,18,1
INV00127,2026-08-15 19:07:14,10.20.2.15,13.107.6.156,22,TCP,31.697,27000,1322,21,1,0.153,0.0358,0.883,0.1268,19,1
INV00083,2026-08-15 19:16:11,10.14.7.23,104.16.132.229,443,TCP,10.517,5542,1747,9,10,0.1211,0.0708,0.6771,0.3638,19,1
INV00174,2026-08-15 19:29:05,10.20.2.15,13.107.6.156,443,TCP,16.004,666,2063,2,11,0.1227,0.0186,0.7699,0.1582,19,1
INV00282,2026-08-15 19:53:19,10.14.7.23,142.250.74.14,445,TCP,11.123,3656,505,5,10,0.0546,0.2086,0.4618,0.6178,19,1
INV00007,2026-08-15 20:13:13,10.14.5.4,142.250.74.14,443,TCP,109.885,115,1884,2,7,0.0159,0.2323,0.826,0.2023,20,1
INV00135,2026-08-15 21:48:16,10.14.8.11,104.16.132.229,3389,TCP,5.541,83,6472,4,1,0.01,0.0044,0.6228,0.4267,21,1
INV00312,2026-08-15 21:51:18,10.14.7.23,13.107.6.156,443,TCP,13.531,2682,2670,3,8,0.0436,0.1712,0.8902,0.1137,21,1
INV00270,2026-08-15 22:11:21,10.14.7.23,20.112.52.29,80,TCP,14.829,1010,7032,6,6,0.1611,0.0151,0.8891,0.1548,22,1
INV00378,2026-08-15 22:25:58,10.14.9.18,142.250.74.14,3389,TCP,9.058,2093,480,2,5,0.0301,0.0164,0.7948,0.1264,22,1
INV00040,2026-08-15 22:43:18,10.20.2.15,104.16.132.229,3389,TCP,25.85,998,23624,21,1,0.0819,0.114,0.8703,0.1121,22,1
CASE-BEACON-04,2026-08-15 23:00:10,10.14.7.23,185.199.110.42,443,TCP,2.87,322,404,4,2,0.0,0.0,0.9969,0.0444,2,1
INV00389,2026-08-15 23:15:41,10.14.7.23,20.112.52.29,22,TCP,121.493,6673,4851,10,9,0.0939,0.0657,0.7203,0.2374,23,1
CASE-EXFIL-01,2026-08-15 23:41:15,10.14.7.23,45.77.89.11,443,TCP,49.09,20591889,22000,25045,2,0.0,0.0,0.9498,0.0033,2,1
CASE-EXFIL-03,2026-08-15 23:43:09,10.14.7.23,45.77.89.11,443,TCP,54.191,25389484,32847,18525,2,0.0,0.0,0.9995,0.0161,2,1
INV00095,2026-08-16 00:35:52,10.14.8.11,20.112.52.29,80,TCP,15.234,266,20383,21,7,0.2775,0.1014,0.985,0.0865,0,1
INV00109,2026-08-16 00:59:51,10.14.7.23,142.250.74.14,53,UDP,165.74,297,2742,2,3,0.2009,0.017,0.8303,0.1953,0,1
INV00197,2026-08-16 01:00:44,10.14.8.11,13.107.6.156,53,UDP,6.193,735,1114,2,1,0.101,0.2658,0.507,0.5609,1,1
INV00379,2026-08-16 01:11:13,10.14.5.4,104.16.132.229,53,UDP,12.37,58090,68017,87,8,0.023,0.0718,0.8843,0.1413,1,1
INV00101,2026-08-16 02:15:07,10.20.9.10,20.112.52.29,80,TCP,9.166,47525,1554,87,2,0.228,0.1551,0.6818,0.3155,2,1
INV00011,2026-08-16 02:31:06,10.14.7.23,20.112.52.29,80,TCP,7.062,1613,371,2,10,0.084,0.1148,0.842,0.1723,2,1
INV00227,2026-08-16 03:00:06,10.14.8.11,44.236.72.93,1433,TCP,19.407,5538,5849,7,1,0.0457,0.0251,0.7543,0.272,3,1
INV00065,2026-08-16 03:25:58,10.20.2.15,104.16.132.229,3389,TCP,2.315,30428,6195,31,7,0.044,0.047,0.3611,0.6542,3,1
INV00238,2026-08-16 03:48:33,10.14.8.11,20.112.52.29,443,TCP,21.147,36036,7653,45,4,0.0295,0.1307,0.3214,0.6275,3,1
INV00417,2026-08-16 04:47:16,10.14.5.4,20.112.52.29,443,TCP,19.557,493,5371,5,1,0.0049,0.0824,0.8739,0.0818,4,1
INV00369,2026-08-16 05:25:03,10.20.2.15,13.107.6.156,80,TCP,13.415,1045,17314,12,2,0.0471,0.0149,0.5566,0.4963,5,1
INV00278,2026-08-16 05:28:28,10.14.7.23,20.112.52.29,3389,TCP,14.352,139,930,2,11,0.1322,0.0626,0.5929,0.4093,5,1
INV00105,2026-08-16 06:28:10,10.20.2.15,13.107.6.156,443,TCP,12.918,7305,9259,11,4,0.1168,0.0319,0.8767,0.0741,6,1
INV00327,2026-08-16 07:58:38,10.14.8.11,185.125.190.29,22,TCP,37.093,388,937,2,2,0.0969,0.0655,0.4157,0.5088,7,1
INV00427,2026-08-16 08:16:23,10.14.9.18,104.16.132.229,443,TCP,23.76,3249,9605,15,1,0.2401,0.1177,0.8784,0.0548,8,1
INV00016,2026-08-16 08:26:24,10.14.9.18,13.107.6.156,445,TCP,24.979,875,3998,3,8,0.084,0.0528,0.8298,0.2289,8,1
INV00154,2026-08-16 08:30:33,10.14.8.11,44.236.72.93,80,TCP,10.592,1525,23936,30,6,0.2613,0.1066,0.7602,0.2488,8,1
INV00350,2026-08-16 08:38:45,10.20.2.15,13.107.6.156,80,TCP,32.973,5020,793,6,9,0.0217,0.0119,0.5257,0.5494,8,1
INV00383,2026-08-16 08:45:57,10.14.8.11,20.112.52.29,53,UDP,99.361,549,1360,3,13,0.1116,0.0339,0.925,0.1314,8,1
INV00043,2026-08-16 09:08:03,10.20.2.15,142.250.74.14,3389,TCP,14.789,14079,508,21,8,0.0983,0.0312,0.6364,0.3751,9,1
INV00171,2026-08-16 09:44:22,10.14.5.4,13.107.6.156,445,TCP,34.239,2538,97360,97,11,0.0108,0.0628,0.72,0.2814,9,1
INV00249,2026-08-16 10:01:40,10.20.9.10,44.236.72.93,53,UDP,6.199,31381,2588,53,1,0.0199,0.0259,0.9353,0.0845,10,1
INV00428,2026-08-16 10:08:07,10.14.9.18,13.107.6.156,22,TCP,8.61,40,1604,2,6,0.1641,0.0598,0.894,0.1535,10,1
INV00211,2026-08-16 11:00:06,10.20.2.15,140.82.121.4,443,TCP,19.014,930,46679,66,8,0.0366,0.2142,0.6891,0.3868,11,1
INV00103,2026-08-16 11:44:58,10.14.9.18,104.16.132.229,443,TCP,7.783,9846,536,16,6,0.065,0.0263,0.6998,0.3153,11,1
INV00261,2026-08-16 11:50:05,10.14.8.11,104.16.132.229,53,UDP,16.125,8370,3602,20,5,0.0913,0.1402,0.6814,0.2887,11,1
INV00137,2026-08-16 12:26:03,10.14.7.23,44.236.72.93,443,TCP,8.479,4637,1024,5,5,0.0192,0.0083,0.9665,0.0512,12,1
INV00200,2026-08-16 12:33:00,10.14.7.23,185.125.190.29,53,UDP,12.293,7009,12861,14,3,0.0527,0.1355,0.6938,0.2916,12,1
INV00115,2026-08-16 12:42:15,10.14.7.23,140.82.121.4,443,TCP,24.118,1080,1673,3,6,0.1668,0.0325,0.7558,0.2443,12,1
INV00420,2026-08-16 12:50:30,10.14.5.4,185.125.190.29,3389,TCP,5.852,9687,9804,12,8,0.1652,0.0229,0.6431,0.3583,12,1
INV00384,2026-08-16 12:51:04,10.20.2.15,44.236.72.93,53,UDP,17.13,1359,242,2,5,0.0306,0.0288,0.5137,0.5362,12,1
INV00257,2026-08-16 12:59:28,10.20.9.10,142.250.74.14,3389,TCP,7.787,2928,637,3,7,0.1211,0.1035,0.3618,0.598,12,1
INV00322,2026-08-16 13:50:49,10.14.5.4,44.236.72.93,443,TCP,58.867,6570,3147,18,4,0.0039,0.0166,0.8993,0.1057,13,1
INV00069,2026-08-16 14:00:49,10.14.9.18,142.250.74.14,80,TCP,11.746,6103,688,5,5,0.0409,0.0387,0.5548,0.4749,14,1
INV00333,2026-08-16 14:28:32,10.14.7.23,20.112.52.29,3389,TCP,10.949,1074,38254,26,6,0.1684,0.0116,0.6979,0.3381,14,1
INV00320,2026-08-16 14:34:15,10.14.5.4,44.236.72.93,53,UDP,2.084,981,2806,2,1,0.011,0.0592,0.8501,0.1431,14,1
INV00395,2026-08-16 15:15:38,10.14.5.4,44.236.72.93,53,UDP,10.413,2616,3392,4,11,0.1292,0.0765,0.9249,0.142,15,1
INV00078,2026-08-16 15:26:10,10.14.7.23,104.16.132.229,443,TCP,4.649,551,3158,6,6,0.1242,0.011,0.7609,0.2329,15,1
INV00341,2026-08-16 15:59:47,10.14.9.18,13.107.6.156,80,TCP,13.358,1346,5049,9,8,0.1085,0.0454,0.7789,0.2535,15,1
INV00284,2026-08-16 17:47:01,10.20.9.10,20.112.52.29,443,TCP,22.986,25556,110,26,3,0.1345,0.0875,0.8786,0.073,17,1
INV00349,2026-08-16 18:12:38,10.14.5.4,140.82.121.4,53,UDP,53.397,1709,9819,7,9,0.0235,0.074,0.7276,0.2827,18,1
INV00208,2026-08-16 18:16:45,10.14.5.4,104.16.132.229,25,TCP,21.629,571,2134,2,9,0.0756,0.0205,0.6756,0.3794,18,1
INV00088,2026-08-16 18:31:29,10.14.9.18,13.107.6.156,53,UDP,248.007,2229,1663,2,1,0.1072,0.0387,0.8199,0.2079,18,1
INV00205,2026-08-16 18:52:15,10.14.7.23,142.250.74.14,443,TCP,16.069,7338,2704,10,3,0.1307,0.0613,0.752,0.3253,18,1
INV00034,2026-08-16 19:28:34,10.20.9.10,142.250.74.14,443,TCP,11.309,2773,20304,41,2,0.3354,0.0938,0.5734,0.4208,19,1
INV00119,2026-08-16 20:04:54,10.20.9.10,142.250.74.14,80,TCP,73.235,193,8898,9,7,0.067,0.0431,0.6499,0.4161,20,1
INV00429,2026-08-16 21:01:31,10.14.8.11,20.112.52.29,3389,TCP,25.523,1051,11288,8,7,0.12,0.0694,0.632,0.3242,21,1
INV00293,2026-08-16 21:15:49,10.14.9.18,44.236.72.93,53,UDP,6.669,341,751,2,11,0.0101,0.0189,0.7957,0.1294,21,1
INV00355,2026-08-16 22:00:17,10.14.7.23,185.125.190.29,3389,TCP,31.962,10511,1081,11,13,0.2252,0.1548,0.8144,0.2115,22,1
INV00325,2026-08-16 22:23:07,10.20.9.10,104.16.132.229,80,TCP,6.534,942,2114,3,8,0.0822,0.0785,0.891,0.1013,22,1
INV00077,2026-08-16 22:26:17,10.20.2.15,104.16.132.229,443,TCP,14.444,995,23028,15,1,0.0732,0.1362,0.4243,0.5015,22,1
INV00345,2026-08-16 22:26:24,10.14.5.4,140.82.121.4,443,TCP,202.375,10169,4231,13,7,0.0339,0.035,0.4597,0.5137,22,1
INV00222,2026-08-16 23:00:07,10.20.2.15,13.107.6.156,443,TCP,25.598,3158,352,2,3,0.1195,0.1297,0.7102,0.3487,23,1
INV00430,2026-08-16 23:01:39,10.14.5.4,104.16.132.229,80,TCP,29.716,4354,8204,17,7,0.1015,0.0437,0.9236,0.1175,23,1
INV00141,2026-08-16 23:40:03,10.14.7.23,44.236.72.93,443,TCP,26.313,646,2155,2,12,0.0161,0.0676,0.6082,0.4013,23,1
