event_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,bytes_out,bytes_in,duration_sec,rule_name,country
F00393,2026-08-11 22:54:41,10.14.8.11,55297,10.20.5.12,3389,TCP,ALLOW,43623,200996,176.35,INTERNAL-BUSINESS,NA
F00394,2026-08-11 22:59:24,10.14.5.4,50337,10.20.1.10,445,TCP,ALLOW,39282,144344,218.2,INTERNAL-BUSINESS,NA
F00395,2026-08-11 23:03:01,10.14.9.18,61096,185.125.190.29,123,UDP,ALLOW,2486,102309,45.35,NTP-OUT,GB
F00396,2026-08-11 23:11:10,10.14.9.18,62774,142.250.74.14,123,UDP,DENY,1329,18083,74.79,NTP-OUT,US
F00397,2026-08-11 23:25:41,10.14.8.11,51747,44.236.72.93,53,UDP,ALLOW,2347,13795,160.56,DNS-OUT,US
F00398,2026-08-11 23:29:15,10.14.9.18,63970,140.82.121.4,53,UDP,ALLOW,1122,9195,116.26,DNS-OUT,US
F00399,2026-08-11 23:37:04,10.14.7.23,53440,10.20.5.12,445,TCP,ALLOW,60840,142281,155.51,INTERNAL-BUSINESS,NA
F00400,2026-08-11 23:37:08,10.14.8.11,51827,104.16.132.229,443,TCP,ALLOW,359,10483,70.72,OUTBOUND-WEB,US
F00401,2026-08-11 23:44:07,10.14.8.11,55504,10.20.9.10,443,TCP,ALLOW,51310,334316,165.0,INTERNAL-BUSINESS,NA
F00402,2026-08-11 23:47:05,10.14.7.23,62117,10.20.9.10,1433,TCP,ALLOW,66093,282535,97.91,INTERNAL-BUSINESS,NA
F00403,2026-08-11 23:47:46,10.20.9.10,53323,44.236.72.93,123,UDP,ALLOW,6594,70723,80.85,NTP-OUT,US
F00404,2026-08-11 23:51:15,10.20.2.15,52034,185.125.190.29,53,UDP,ALLOW,3586,2674,115.72,DNS-OUT,GB
F00405,2026-08-12 00:00:56,10.14.9.18,51464,10.20.9.10,3389,TCP,ALLOW,114807,279401,168.84,INTERNAL-BUSINESS,NA
F00406,2026-08-12 00:06:22,10.20.2.15,60964,104.16.132.229,123,UDP,ALLOW,2465,11600,28.48,NTP-OUT,US
F00407,2026-08-12 00:08:18,10.20.2.15,52708,104.16.132.229,53,UDP,ALLOW,1256,4603,19.49,DNS-OUT,US
F00408,2026-08-12 00:10:09,10.20.9.10,51449,44.236.72.93,123,UDP,ALLOW,2598,9429,81.54,NTP-OUT,US
F00409,2026-08-12 00:14:30,10.14.9.18,55329,10.20.5.12,3389,TCP,ALLOW,70424,315456,286.17,INTERNAL-BUSINESS,NA
F00410,2026-08-12 00:18:21,10.14.7.23,63669,142.250.74.14,123,UDP,ALLOW,3352,433,6.44,NTP-OUT,US
F00411,2026-08-12 00:20:58,10.20.9.10,56496,13.107.6.156,123,UDP,ALLOW,212,5512,122.94,NTP-OUT,US
F00412,2026-08-12 00:22:40,10.14.5.4,53017,104.16.132.229,443,TCP,ALLOW,3534,10532,22.08,OUTBOUND-WEB,US
F00413,2026-08-12 00:25:23,10.14.9.18,64677,13.107.6.156,123,UDP,ALLOW,5309,82453,58.04,NTP-OUT,US
F00414,2026-08-12 00:29:23,10.14.7.23,51855,104.16.132.229,80,TCP,ALLOW,1379,1673,174.86,OUTBOUND-WEB,US
F00415,2026-08-12 00:31:55,10.14.7.23,52345,13.107.6.156,123,UDP,ALLOW,9555,6729,10.35,NTP-OUT,US
F00416,2026-08-12 00:32:56,10.20.2.15,56579,140.82.121.4,123,UDP,ALLOW,3107,31627,120.81,NTP-OUT,US
F00417,2026-08-12 00:38:06,10.14.5.4,62339,10.20.5.12,1433,TCP,ALLOW,28937,329957,51.42,INTERNAL-BUSINESS,NA
F00418,2026-08-12 00:41:19,10.14.8.11,59112,142.250.74.14,53,UDP,ALLOW,8551,3432,57.67,DNS-OUT,US
F00419,2026-08-12 00:42:05,10.14.5.4,58878,20.112.52.29,80,TCP,ALLOW,3879,4506,151.62,OUTBOUND-WEB,US
F00420,2026-08-12 00:48:39,10.14.8.11,51426,185.125.190.29,123,UDP,ALLOW,2336,22413,85.89,NTP-OUT,GB
F00421,2026-08-12 01:00:25,10.14.7.23,49469,10.20.8.20,443,TCP,ALLOW,43950,315211,224.76,INTERNAL-BUSINESS,NA
F00422,2026-08-12 01:03:22,10.20.2.15,58502,140.82.121.4,80,TCP,ALLOW,2837,11029,47.44,OUTBOUND-WEB,US
F00423,2026-08-12 01:04:12,10.14.5.4,53612,10.20.8.20,445,TCP,ALLOW,24777,42346,47.99,INTERNAL-BUSINESS,NA
F00424,2026-08-12 01:10:23,10.14.8.11,59390,13.107.6.156,80,TCP,ALLOW,4042,2601,22.51,OUTBOUND-WEB,US
F00425,2026-08-12 01:16:22,10.14.9.18,55677,140.82.121.4,123,UDP,ALLOW,24038,6436,107.5,NTP-OUT,US
F00426,2026-08-12 01:26:29,10.14.5.4,51665,104.16.132.229,443,TCP,ALLOW,2616,12682,9.56,OUTBOUND-WEB,US
F00427,2026-08-12 01:28:38,10.14.9.18,60021,104.16.132.229,443,TCP,ALLOW,2591,24988,71.47,OUTBOUND-WEB,US
F00428,2026-08-12 01:34:58,10.14.8.11,64875,185.125.190.29,443,TCP,ALLOW,2765,2735,48.27,OUTBOUND-WEB,GB
F00429,2026-08-12 01:35:46,10.14.9.18,56203,104.16.132.229,123,UDP,ALLOW,807,3015,90.7,NTP-OUT,US
F00430,2026-08-12 01:39:46,10.14.9.18,56896,10.20.9.10,443,TCP,ALLOW,10017,271248,91.36,INTERNAL-BUSINESS,NA
F00431,2026-08-12 02:04:57,10.14.7.23,51834,13.107.6.156,123,UDP,ALLOW,5052,9727,22.48,NTP-OUT,US
F00432,2026-08-12 02:11:42,10.20.2.15,54094,13.107.6.156,123,UDP,ALLOW,5415,14320,171.82,NTP-OUT,US
F00433,2026-08-12 02:13:14,10.20.9.10,58592,142.250.74.14,80,TCP,ALLOW,2215,12859,33.1,OUTBOUND-WEB,US
F00434,2026-08-12 02:23:22,10.14.8.11,60913,20.112.52.29,80,TCP,ALLOW,5245,32497,59.39,OUTBOUND-WEB,US
F00435,2026-08-12 02:32:41,10.14.7.23,52257,10.20.5.12,3389,TCP,ALLOW,11493,271033,109.91,INTERNAL-BUSINESS,NA
F00436,2026-08-12 02:39:26,10.14.9.18,52894,10.20.5.12,3389,TCP,ALLOW,47992,282952,240.67,INTERNAL-BUSINESS,NA
F00437,2026-08-12 02:40:07,10.14.8.11,64907,44.236.72.93,443,TCP,ALLOW,5877,10928,147.76,OUTBOUND-WEB,US
F00438,2026-08-12 02:41:54,10.14.7.23,63081,13.107.6.156,123,UDP,ALLOW,3379,15514,12.13,NTP-OUT,US
F00439,2026-08-12 02:42:49,10.20.9.10,63368,142.250.74.14,53,UDP,ALLOW,8476,1249,171.57,DNS-OUT,US
F00440,2026-08-12 02:54:35,10.20.9.10,60131,20.112.52.29,123,UDP,ALLOW,1914,5266,116.08,NTP-OUT,US
F00441,2026-08-12 02:55:48,10.20.2.15,53687,20.112.52.29,123,UDP,ALLOW,1176,22234,140.03,NTP-OUT,US
F00442,2026-08-12 03:04:20,10.14.9.18,59769,142.250.74.14,123,UDP,ALLOW,7470,42978,56.47,NTP-OUT,US
F00443,2026-08-12 03:26:30,10.14.9.18,55675,140.82.121.4,123,UDP,ALLOW,3682,2909,54.06,NTP-OUT,US
F00444,2026-08-12 03:30:46,10.14.7.23,63682,20.112.52.29,53,UDP,ALLOW,2080,3212,17.24,DNS-OUT,US
F00445,2026-08-12 03:32:48,10.14.8.11,61208,142.250.74.14,53,UDP,ALLOW,3294,6721,15.24,DNS-OUT,US
F00446,2026-08-12 03:34:10,10.14.7.23,50642,185.125.190.29,123,UDP,ALLOW,9722,3732,119.73,NTP-OUT,GB
F00447,2026-08-12 03:44:33,10.14.9.18,60975,185.125.190.29,123,UDP,ALLOW,2702,8430,160.44,NTP-OUT,GB
F00448,2026-08-12 03:49:27,10.14.5.4,51392,104.16.132.229,123,UDP,ALLOW,583,9442,75.95,NTP-OUT,US
F00449,2026-08-12 04:10:01,10.14.8.11,51934,13.107.6.156,53,UDP,ALLOW,2415,13695,23.74,DNS-OUT,US
F00450,2026-08-12 04:22:50,10.14.8.11,57590,140.82.121.4,123,UDP,ALLOW,1596,5295,169.33,NTP-OUT,US
F00451,2026-08-12 04:24:44,10.20.9.10,52395,44.236.72.93,80,TCP,ALLOW,1629,1133,29.54,OUTBOUND-WEB,US
F00452,2026-08-12 04:46:29,10.14.8.11,52346,104.16.132.229,80,TCP,ALLOW,1213,31986,6.8,OUTBOUND-WEB,US
F00453,2026-08-12 04:51:43,10.14.5.4,52589,142.250.74.14,443,TCP,ALLOW,3801,16179,85.1,OUTBOUND-WEB,US
F00454,2026-08-12 05:02:08,10.20.2.15,65029,13.107.6.156,123,UDP,ALLOW,981,8166,22.65,NTP-OUT,US
F00455,2026-08-12 05:08:38,10.14.8.11,49836,142.250.74.14,123,UDP,DENY,4415,1555,20.95,NTP-OUT,US
F00456,2026-08-12 05:11:29,10.14.9.18,52802,104.16.132.229,53,UDP,ALLOW,17726,2638,144.45,DNS-OUT,US
F00457,2026-08-12 05:22:36,10.20.9.10,62754,142.250.74.14,53,UDP,ALLOW,6679,5538,71.89,DNS-OUT,US
F00458,2026-08-12 05:27:18,10.14.9.18,63119,142.250.74.14,80,TCP,ALLOW,17313,1502,11.36,OUTBOUND-WEB,US
F00459,2026-08-12 05:29:01,10.20.2.15,64175,13.107.6.156,443,TCP,ALLOW,1547,2330,110.48,OUTBOUND-WEB,US
F00460,2026-08-12 05:39:58,10.14.7.23,55571,104.16.132.229,80,TCP,ALLOW,4570,2483,143.74,OUTBOUND-WEB,US
F00461,2026-08-12 05:43:31,10.14.7.23,62309,10.20.5.12,443,TCP,ALLOW,101719,277955,208.05,INTERNAL-BUSINESS,NA
F00462,2026-08-12 05:46:58,10.20.2.15,49179,185.125.190.29,443,TCP,ALLOW,41676,16354,61.14,OUTBOUND-WEB,GB
F00463,2026-08-12 05:59:51,10.14.7.23,56844,10.20.5.12,1433,TCP,ALLOW,106820,115908,188.06,INTERNAL-BUSINESS,NA
F00464,2026-08-12 06:05:45,10.14.5.4,57986,104.16.132.229,80,TCP,ALLOW,406,13323,99.11,OUTBOUND-WEB,US
F00465,2026-08-12 06:19:59,10.14.9.18,64704,140.82.121.4,123,UDP,ALLOW,4906,33615,21.83,NTP-OUT,US
F00466,2026-08-12 06:31:39,10.14.7.23,56240,185.125.190.29,80,TCP,ALLOW,26721,5897,108.7,OUTBOUND-WEB,GB
F00467,2026-08-12 06:38:39,10.20.2.15,58646,104.16.132.229,80,TCP,ALLOW,13075,1022,42.85,OUTBOUND-WEB,US
F00468,2026-08-12 06:43:36,10.14.9.18,51967,142.250.74.14,80,TCP,ALLOW,3455,39550,131.37,OUTBOUND-WEB,US
F00469,2026-08-12 07:00:32,10.14.9.18,57525,10.20.9.10,443,TCP,ALLOW,111190,338421,161.45,INTERNAL-BUSINESS,NA
F00470,2026-08-12 07:06:51,10.14.8.11,62738,104.16.132.229,123,UDP,ALLOW,1325,17253,104.99,NTP-OUT,US
F00471,2026-08-12 07:12:51,10.14.8.11,62410,13.107.6.156,443,TCP,ALLOW,7167,894,112.3,OUTBOUND-WEB,US
F00472,2026-08-12 07:15:23,10.14.9.18,60599,44.236.72.93,443,TCP,ALLOW,3876,15327,72.13,OUTBOUND-WEB,US
F00473,2026-08-12 07:15:53,10.14.8.11,61009,10.20.5.12,1433,TCP,ALLOW,88455,36713,197.37,INTERNAL-BUSINESS,NA
F00474,2026-08-12 07:21:11,10.20.9.10,59721,142.250.74.14,53,UDP,ALLOW,7258,14605,93.46,DNS-OUT,US
F00475,2026-08-12 07:27:09,10.20.9.10,61688,140.82.121.4,443,TCP,ALLOW,1471,3345,13.64,OUTBOUND-WEB,US
F00476,2026-08-12 07:41:30,10.14.7.23,62904,185.125.190.29,80,TCP,ALLOW,4036,2820,8.5,OUTBOUND-WEB,GB
F00477,2026-08-12 07:55:20,10.14.8.11,59703,142.250.74.14,123,UDP,ALLOW,21072,3033,129.6,NTP-OUT,US
F00478,2026-08-12 07:56:26,10.14.5.4,64595,10.20.1.10,1433,TCP,ALLOW,85323,115264,101.53,INTERNAL-BUSINESS,NA
F00479,2026-08-12 08:01:34,10.14.9.18,55104,142.250.74.14,443,TCP,ALLOW,3718,3885,91.06,OUTBOUND-WEB,US
F00480,2026-08-12 08:05:04,10.14.9.18,59818,20.112.52.29,443,TCP,ALLOW,5380,3275,63.78,OUTBOUND-WEB,US
F00481,2026-08-12 08:08:53,10.14.9.18,56417,104.16.132.229,53,UDP,ALLOW,7827,2432,16.47,DNS-OUT,US
F00482,2026-08-12 08:16:58,10.20.2.15,59170,140.82.121.4,80,TCP,ALLOW,4164,5262,169.94,OUTBOUND-WEB,US
F00483,2026-08-12 08:26:37,10.14.5.4,60790,142.250.74.14,123,UDP,ALLOW,1193,1448,151.19,NTP-OUT,US
F00484,2026-08-12 08:34:23,10.20.2.15,52360,185.125.190.29,53,UDP,ALLOW,18902,1840,49.14,DNS-OUT,GB
F00485,2026-08-12 08:46:01,10.14.7.23,60334,10.20.1.10,445,TCP,ALLOW,6141,144903,246.2,INTERNAL-BUSINESS,NA
F00486,2026-08-12 08:59:57,10.20.2.15,63784,44.236.72.93,53,UDP,ALLOW,7415,8522,83.63,DNS-OUT,US
F00487,2026-08-12 09:04:18,10.14.9.18,50764,13.107.6.156,123,UDP,ALLOW,9166,10187,25.2,NTP-OUT,US
F00488,2026-08-12 09:15:00,10.20.9.10,63076,104.16.132.229,53,UDP,ALLOW,1131,9357,111.35,DNS-OUT,US
F00489,2026-08-12 09:18:12,10.14.9.18,49443,20.112.52.29,123,UDP,ALLOW,2542,2046,150.61,NTP-OUT,US
F00490,2026-08-12 09:18:51,10.14.9.18,52340,185.125.190.29,443,TCP,ALLOW,16817,12330,86.47,OUTBOUND-WEB,GB
F00491,2026-08-12 09:22:11,10.14.9.18,58808,13.107.6.156,443,TCP,ALLOW,2550,3166,98.5,OUTBOUND-WEB,US
F00492,2026-08-12 09:34:05,10.20.2.15,55474,142.250.74.14,80,TCP,ALLOW,8768,6062,34.59,OUTBOUND-WEB,US
F00493,2026-08-12 10:09:55,10.20.2.15,56109,44.236.72.93,123,UDP,ALLOW,4066,1064,158.24,NTP-OUT,US
F00494,2026-08-12 10:13:13,10.14.9.18,63145,10.20.8.20,1433,TCP,ALLOW,65851,27569,206.96,INTERNAL-BUSINESS,NA
F00495,2026-08-12 10:15:43,10.14.5.4,64687,13.107.6.156,80,TCP,ALLOW,5041,641,174.89,OUTBOUND-WEB,US
F00496,2026-08-12 10:16:40,10.14.7.23,54008,20.112.52.29,123,UDP,ALLOW,6129,24764,149.13,NTP-OUT,US
F00497,2026-08-12 10:20:54,10.14.7.23,56544,142.250.74.14,53,UDP,ALLOW,2056,6387,165.79,DNS-OUT,US
F00498,2026-08-12 10:21:50,10.14.8.11,60246,104.16.132.229,53,UDP,ALLOW,411,45759,140.39,DNS-OUT,US
F00499,2026-08-12 10:22:29,10.14.8.11,62507,44.236.72.93,53,UDP,ALLOW,12060,3975,13.2,DNS-OUT,US
F00500,2026-08-12 10:24:04,10.14.8.11,64944,140.82.121.4,53,UDP,ALLOW,5789,7813,40.04,DNS-OUT,US
F00501,2026-08-12 10:40:23,10.14.5.4,63550,142.250.74.14,443,TCP,ALLOW,13277,6975,107.72,OUTBOUND-WEB,US
F00502,2026-08-12 10:48:23,10.14.8.11,52084,142.250.74.14,123,UDP,ALLOW,3067,60804,137.56,NTP-OUT,US
F00503,2026-08-12 11:37:15,10.14.8.11,51329,20.112.52.29,123,UDP,ALLOW,1363,4463,21.98,NTP-OUT,US
F00504,2026-08-12 11:58:29,10.14.8.11,58169,10.20.8.20,1433,TCP,ALLOW,16720,258202,10.59,INTERNAL-BUSINESS,NA
F00505,2026-08-12 12:05:48,10.20.2.15,63020,20.112.52.29,80,TCP,ALLOW,3870,3777,0.59,OUTBOUND-WEB,US
F00506,2026-08-12 12:07:58,10.14.9.18,63881,142.250.74.14,123,UDP,ALLOW,4235,11226,40.89,NTP-OUT,US
F00507,2026-08-12 12:14:39,10.20.2.15,61709,20.112.52.29,443,TCP,ALLOW,287,7264,8.6,OUTBOUND-WEB,US
F00508,2026-08-12 12:20:32,10.20.9.10,49176,142.250.74.14,80,TCP,ALLOW,19877,55538,38.42,OUTBOUND-WEB,US
F00509,2026-08-12 12:27:59,10.20.9.10,52075,140.82.121.4,80,TCP,ALLOW,4083,3712,1.63,OUTBOUND-WEB,US
F00510,2026-08-12 12:28:41,10.14.8.11,51206,13.107.6.156,80,TCP,ALLOW,2336,4205,148.36,OUTBOUND-WEB,US
F00511,2026-08-12 12:31:16,10.14.7.23,51886,10.20.1.10,443,TCP,ALLOW,90821,293122,161.71,INTERNAL-BUSINESS,NA
F00512,2026-08-12 12:48:42,10.20.9.10,63239,20.112.52.29,53,UDP,ALLOW,5905,6148,66.93,DNS-OUT,US
F00513,2026-08-12 12:49:49,10.20.9.10,60051,44.236.72.93,80,TCP,ALLOW,5825,3471,40.83,OUTBOUND-WEB,US
F00514,2026-08-12 12:53:57,10.14.7.23,58008,10.20.1.10,3389,TCP,ALLOW,46342,60466,53.19,INTERNAL-BUSINESS,NA
F00515,2026-08-12 12:54:04,10.20.9.10,60406,13.107.6.156,53,UDP,ALLOW,834,4593,50.45,DNS-OUT,US
F00516,2026-08-12 12:57:09,10.14.5.4,50796,20.112.52.29,80,TCP,ALLOW,2711,6864,83.21,OUTBOUND-WEB,US
F00517,2026-08-12 13:00:10,10.14.8.11,58835,140.82.121.4,123,UDP,ALLOW,3689,6958,157.79,NTP-OUT,US
F00518,2026-08-12 13:10:22,10.14.7.23,55711,44.236.72.93,80,TCP,ALLOW,13868,5438,91.33,OUTBOUND-WEB,US
F00519,2026-08-12 13:22:15,10.20.2.15,54580,142.250.74.14,123,UDP,ALLOW,1480,58739,173.91,NTP-OUT,US
F00520,2026-08-12 13:38:33,10.14.5.4,63229,140.82.121.4,123,UDP,ALLOW,4083,5749,101.76,NTP-OUT,US
F00521,2026-08-12 13:46:43,10.14.7.23,60347,185.125.190.29,80,TCP,DENY,901,13905,142.54,OUTBOUND-WEB,GB
F00522,2026-08-12 13:56:28,10.14.7.23,54102,10.20.1.10,1433,TCP,ALLOW,80617,191553,181.35,INTERNAL-BUSINESS,NA
F00523,2026-08-12 13:57:48,10.14.8.11,49800,44.236.72.93,123,UDP,ALLOW,3940,1252,125.04,NTP-OUT,US
F00524,2026-08-12 14:02:46,10.14.8.11,58758,13.107.6.156,443,TCP,ALLOW,2015,82244,178.46,OUTBOUND-WEB,US
F00525,2026-08-12 14:35:43,10.14.8.11,51942,185.125.190.29,443,TCP,ALLOW,7400,7119,133.76,OUTBOUND-WEB,GB
F00526,2026-08-12 14:49:35,10.14.8.11,63577,185.125.190.29,80,TCP,ALLOW,6817,12044,120.66,OUTBOUND-WEB,GB
F00527,2026-08-12 14:49:48,10.20.2.15,50172,140.82.121.4,80,TCP,ALLOW,4111,7410,52.3,OUTBOUND-WEB,US
F00528,2026-08-12 14:54:53,10.14.7.23,60677,13.107.6.156,123,UDP,ALLOW,2424,2709,11.97,NTP-OUT,US
F00529,2026-08-12 14:56:06,10.20.2.15,55719,44.236.72.93,123,UDP,ALLOW,3679,11604,70.22,NTP-OUT,US
F00530,2026-08-12 14:57:36,10.14.9.18,49508,185.125.190.29,53,UDP,ALLOW,6452,15162,148.29,DNS-OUT,GB
F00531,2026-08-12 15:02:23,10.14.9.18,54828,44.236.72.93,123,UDP,ALLOW,14860,2887,142.03,NTP-OUT,US
F00532,2026-08-12 15:08:36,10.14.5.4,49473,13.107.6.156,123,UDP,ALLOW,3716,12698,38.84,NTP-OUT,US
F00533,2026-08-12 16:01:39,10.14.9.18,62729,142.250.74.14,443,TCP,ALLOW,1650,4978,139.57,OUTBOUND-WEB,US
F00534,2026-08-12 16:04:39,10.20.2.15,56707,185.125.190.29,53,UDP,ALLOW,5536,10748,49.63,DNS-OUT,GB
F00535,2026-08-12 16:10:53,10.20.9.10,55908,104.16.132.229,443,TCP,ALLOW,3194,304,50.85,OUTBOUND-WEB,US
F00536,2026-08-12 16:23:03,10.14.8.11,53758,44.236.72.93,443,TCP,ALLOW,3402,19791,17.96,OUTBOUND-WEB,US
F00537,2026-08-12 16:24:04,10.20.2.15,60506,20.112.52.29,80,TCP,ALLOW,2507,15349,148.09,OUTBOUND-WEB,US
F00538,2026-08-12 16:34:45,10.14.8.11,57525,44.236.72.93,443,TCP,ALLOW,8408,765,142.66,OUTBOUND-WEB,US
F00539,2026-08-12 16:41:54,10.20.9.10,52264,185.125.190.29,443,TCP,ALLOW,6489,33110,135.42,OUTBOUND-WEB,GB
F00540,2026-08-12 16:44:53,10.20.2.15,50420,185.125.190.29,123,UDP,ALLOW,23757,1452,168.22,NTP-OUT,GB
F00541,2026-08-12 16:53:26,10.14.7.23,63719,20.112.52.29,123,UDP,ALLOW,7433,20128,105.57,NTP-OUT,US
F00542,2026-08-12 17:00:39,10.20.2.15,63681,185.125.190.29,443,TCP,ALLOW,5303,7123,43.77,OUTBOUND-WEB,GB
F00543,2026-08-12 17:06:30,10.14.7.23,64625,20.112.52.29,80,TCP,ALLOW,2612,3968,104.71,OUTBOUND-WEB,US
F00544,2026-08-12 17:06:41,10.14.7.23,51347,104.16.132.229,80,TCP,ALLOW,6139,2416,29.3,OUTBOUND-WEB,US
F00545,2026-08-12 17:08:20,10.14.8.11,61032,20.112.52.29,443,TCP,ALLOW,9073,4902,104.1,OUTBOUND-WEB,US
F00546,2026-08-12 17:15:05,10.20.9.10,59748,20.112.52.29,443,TCP,ALLOW,8347,13401,51.16,OUTBOUND-WEB,US
F00547,2026-08-12 17:17:12,10.20.9.10,51269,140.82.121.4,123,UDP,ALLOW,9707,894,18.8,NTP-OUT,US
F00548,2026-08-12 17:32:21,10.14.5.4,51320,10.20.9.10,445,TCP,ALLOW,38021,96288,3.53,INTERNAL-BUSINESS,NA
F00549,2026-08-12 18:08:08,10.14.7.23,60813,142.250.74.14,53,UDP,ALLOW,1253,15110,122.12,DNS-OUT,US
F00550,2026-08-12 18:12:29,10.14.5.4,64402,20.112.52.29,123,UDP,ALLOW,4835,8207,1.25,NTP-OUT,US
F00551,2026-08-12 18:22:24,10.14.7.23,54237,104.16.132.229,123,UDP,ALLOW,4331,4808,16.2,NTP-OUT,US
F00552,2026-08-12 18:22:48,10.14.5.4,55060,10.20.1.10,1433,TCP,ALLOW,100427,156738,51.63,INTERNAL-BUSINESS,NA
F00553,2026-08-12 18:25:29,10.20.2.15,50147,142.250.74.14,443,TCP,ALLOW,925,22368,152.17,OUTBOUND-WEB,US
F00554,2026-08-12 18:27:15,10.14.8.11,56529,10.20.5.12,3389,TCP,ALLOW,34171,283000,207.42,INTERNAL-BUSINESS,NA
F00555,2026-08-12 18:30:24,10.14.8.11,56796,13.107.6.156,53,UDP,ALLOW,613,2654,27.34,DNS-OUT,US
F00556,2026-08-12 18:35:53,10.14.9.18,60534,44.236.72.93,443,TCP,ALLOW,5593,18068,118.6,OUTBOUND-WEB,US
F00557,2026-08-12 18:37:58,10.20.9.10,62997,104.16.132.229,123,UDP,ALLOW,1826,28227,56.77,NTP-OUT,US
F00558,2026-08-12 18:43:29,10.14.7.23,55079,20.112.52.29,123,UDP,ALLOW,4526,2896,53.3,NTP-OUT,US
F00559,2026-08-12 18:55:00,10.14.7.23,57195,20.112.52.29,443,TCP,ALLOW,3376,26916,38.12,OUTBOUND-WEB,US
F00560,2026-08-12 19:00:23,10.20.2.15,50872,20.112.52.29,53,UDP,ALLOW,2224,2364,47.33,DNS-OUT,US
F00561,2026-08-12 19:05:52,10.14.9.18,61039,44.236.72.93,53,UDP,ALLOW,20885,2347,133.31,DNS-OUT,US
F00562,2026-08-12 19:13:55,10.14.7.23,61683,185.125.190.29,80,TCP,ALLOW,8894,25623,166.82,OUTBOUND-WEB,GB
F00563,2026-08-12 19:14:33,10.14.9.18,55175,185.125.190.29,80,TCP,ALLOW,4919,7472,32.23,OUTBOUND-WEB,GB
F00564,2026-08-12 19:18:31,10.14.5.4,54788,13.107.6.156,123,UDP,ALLOW,5397,61666,105.4,NTP-OUT,US
F00565,2026-08-12 19:19:52,10.20.9.10,59693,142.250.74.14,443,TCP,ALLOW,5236,12725,82.77,OUTBOUND-WEB,US
F00566,2026-08-12 19:22:22,10.14.8.11,52817,142.250.74.14,123,UDP,ALLOW,2249,2053,104.85,NTP-OUT,US
F00567,2026-08-12 19:22:52,10.20.2.15,62780,44.236.72.93,80,TCP,ALLOW,2300,4578,24.7,OUTBOUND-WEB,US
F00568,2026-08-12 19:26:11,10.14.8.11,60238,13.107.6.156,80,TCP,ALLOW,2327,14749,64.08,OUTBOUND-WEB,US
F00569,2026-08-12 19:40:27,10.14.9.18,62816,10.20.8.20,445,TCP,ALLOW,111950,204793,295.73,INTERNAL-BUSINESS,NA
F00570,2026-08-12 19:44:04,10.14.7.23,54280,10.20.8.20,3389,TCP,ALLOW,118171,128980,221.16,INTERNAL-BUSINESS,NA
F00571,2026-08-12 19:46:06,10.20.2.15,58995,140.82.121.4,123,UDP,ALLOW,1071,11731,94.55,NTP-OUT,US
F00572,2026-08-12 19:54:33,10.14.8.11,65396,13.107.6.156,80,TCP,ALLOW,11926,13981,107.32,OUTBOUND-WEB,US
F00573,2026-08-12 19:56:26,10.14.8.11,53177,20.112.52.29,123,UDP,ALLOW,18972,3732,141.3,NTP-OUT,US
F00574,2026-08-12 20:12:59,10.20.9.10,56758,104.16.132.229,80,TCP,ALLOW,17674,3194,98.09,OUTBOUND-WEB,US
F00575,2026-08-12 20:20:44,10.14.9.18,60400,20.112.52.29,80,TCP,ALLOW,927,15788,147.41,OUTBOUND-WEB,US
F00576,2026-08-12 20:42:07,10.14.5.4,62399,13.107.6.156,80,TCP,ALLOW,9457,6537,89.35,OUTBOUND-WEB,US
F00577,2026-08-12 20:52:46,10.14.8.11,55240,142.250.74.14,80,TCP,ALLOW,3318,16462,7.59,OUTBOUND-WEB,US
F00578,2026-08-12 21:03:51,10.14.7.23,65201,142.250.74.14,80,TCP,ALLOW,992,9003,53.75,OUTBOUND-WEB,US
F00579,2026-08-12 21:30:07,10.20.9.10,64462,104.16.132.229,123,UDP,ALLOW,1127,3182,141.68,NTP-OUT,US
F00580,2026-08-12 21:31:31,10.14.9.18,62569,10.20.8.20,443,TCP,ALLOW,85421,63677,261.84,INTERNAL-BUSINESS,NA
F00581,2026-08-12 21:31:36,10.14.5.4,54986,13.107.6.156,123,UDP,ALLOW,6089,43601,145.67,NTP-OUT,US
F00582,2026-08-12 21:33:22,10.14.8.11,63465,185.125.190.29,123,UDP,ALLOW,2721,13707,106.38,NTP-OUT,GB
F00583,2026-08-12 21:35:36,10.14.5.4,55811,13.107.6.156,443,TCP,ALLOW,1842,2641,175.01,OUTBOUND-WEB,US
F00584,2026-08-12 21:41:14,10.20.9.10,64510,44.236.72.93,123,UDP,ALLOW,9208,8881,66.21,NTP-OUT,US
F00585,2026-08-12 21:49:30,10.14.8.11,59991,20.112.52.29,123,UDP,ALLOW,1790,21479,85.14,NTP-OUT,US
F00586,2026-08-12 22:00:13,10.20.2.15,55190,185.125.190.29,123,UDP,ALLOW,11645,4679,92.71,NTP-OUT,GB
F00587,2026-08-12 22:03:48,10.20.9.10,54249,13.107.6.156,123,UDP,ALLOW,2090,1752,166.12,NTP-OUT,US
F00588,2026-08-12 22:14:54,10.14.9.18,50992,104.16.132.229,443,TCP,ALLOW,1757,2234,74.13,OUTBOUND-WEB,US
F00589,2026-08-12 22:21:16,10.14.7.23,64021,142.250.74.14,53,UDP,ALLOW,652,1500,102.25,DNS-OUT,US
