event_id,timestamp,client_ip,query_name,query_type,response_code,response_ip,ttl
D00557,2026-08-16 03:47:53,10.20.9.10,cloudflare.com,A,NOERROR,104.16.132.229,600
D00558,2026-08-16 03:56:26,10.20.9.10,mozilla.org,A,NOERROR,44.236.72.93,60
D00559,2026-08-16 03:57:05,10.14.5.4,microsoft.com,A,NOERROR,20.112.52.29,60
D00560,2026-08-16 04:00:51,10.14.9.18,ubuntu.com,A,NOERROR,185.125.190.29,1800
D00561,2026-08-16 04:08:49,10.14.5.4,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00562,2026-08-16 04:46:16,10.20.9.10,windowsupdate.com,A,NOERROR,13.107.4.50,300
D00563,2026-08-16 05:05:59,10.14.7.23,ietf.org,A,NOERROR,104.16.44.99,60
D00564,2026-08-16 05:10:55,10.14.5.4,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00565,2026-08-16 05:31:22,10.14.8.11,cloudflare.com,A,NOERROR,104.16.132.229,1800
D00566,2026-08-16 06:01:36,10.14.5.4,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00567,2026-08-16 06:10:10,10.14.8.11,office.com,A,NOERROR,13.107.6.156,60
D00568,2026-08-16 06:22:13,10.14.7.23,mozilla.org,A,NOERROR,44.236.72.93,60
D00569,2026-08-16 06:36:25,10.14.5.4,nust.na,A,NOERROR,196.216.167.4,60
D00570,2026-08-16 06:37:41,10.14.8.11,nust.na,A,NOERROR,196.216.167.4,1800
D00571,2026-08-16 06:37:59,10.14.7.23,akamaiedge.net,A,NOERROR,23.45.67.89,600
D00572,2026-08-16 06:43:19,10.14.9.18,nust.na,A,NOERROR,196.216.167.4,300
D00573,2026-08-16 07:12:26,10.20.9.10,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00574,2026-08-16 07:19:08,10.14.9.18,mozilla.org,A,NOERROR,44.236.72.93,300
D00575,2026-08-16 07:21:51,10.14.5.4,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00576,2026-08-16 07:43:01,10.20.9.10,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00577,2026-08-16 08:15:44,10.14.8.11,microsoft.com,A,NOERROR,20.112.52.29,600
D00578,2026-08-16 08:29:27,10.14.9.18,windowsupdate.com,A,NOERROR,13.107.4.50,300
D00579,2026-08-16 08:32:22,10.14.7.23,namibian.com.na,A,NOERROR,197.221.2.4,600
D00580,2026-08-16 09:26:09,10.14.8.11,cloudflare.com,A,NOERROR,104.16.132.229,300
D00581,2026-08-16 09:58:43,10.14.9.18,ietf.org,A,NOERROR,104.16.44.99,300
D00582,2026-08-16 10:03:31,10.14.5.4,ietf.org,A,NOERROR,104.16.44.99,1800
D00583,2026-08-16 10:04:59,10.14.5.4,google.com,A,NOERROR,142.250.74.14,60
D00584,2026-08-16 10:06:45,10.14.9.18,akamaiedge.net,A,NOERROR,23.45.67.89,300
D00585,2026-08-16 10:46:36,10.14.5.4,office.com,A,NOERROR,13.107.6.156,300
D00586,2026-08-16 10:47:22,10.14.5.4,cloudflare.com,A,NOERROR,104.16.132.229,600
D00587,2026-08-16 10:52:18,10.14.5.4,ubuntu.com,A,NOERROR,185.125.190.29,600
D00588,2026-08-16 11:13:55,10.20.9.10,google.com,A,NOERROR,142.250.74.14,1800
D00589,2026-08-16 11:20:48,10.14.5.4,cloudflare.com,A,NOERROR,104.16.132.229,60
D00590,2026-08-16 11:38:48,10.14.7.23,namibian.com.na,A,NOERROR,197.221.2.4,1800
D00591,2026-08-16 11:59:49,10.14.5.4,namibian.com.na,A,NOERROR,197.221.2.4,60
D00592,2026-08-16 12:10:29,10.14.8.11,ubuntu.com,A,NOERROR,185.125.190.29,60
D00593,2026-08-16 12:31:19,10.14.9.18,google.com,A,NOERROR,142.250.74.14,300
D00594,2026-08-16 13:35:42,10.14.8.11,office.com,A,NOERROR,13.107.6.156,600
D00595,2026-08-16 13:47:58,10.14.7.23,windowsupdate.com,A,NOERROR,13.107.4.50,600
D00596,2026-08-16 14:03:31,10.14.8.11,namibian.com.na,A,NOERROR,197.221.2.4,300
D00597,2026-08-16 14:13:39,10.14.9.18,cloudflare.com,A,NOERROR,104.16.132.229,300
D00598,2026-08-16 14:59:11,10.14.9.18,ubuntu.com,A,NOERROR,185.125.190.29,600
D00599,2026-08-16 15:27:22,10.14.7.23,akamaiedge.net,A,NOERROR,23.45.67.89,600
D00600,2026-08-16 15:31:04,10.14.8.11,mozilla.org,A,NOERROR,44.236.72.93,60
D00601,2026-08-16 15:58:31,10.14.7.23,github.com,A,NOERROR,140.82.121.4,60
D00602,2026-08-16 16:17:11,10.20.9.10,google.com,A,NOERROR,142.250.74.14,60
D00603,2026-08-16 16:26:00,10.20.9.10,namibian.com.na,A,NOERROR,197.221.2.4,300
D00604,2026-08-16 16:31:51,10.14.8.11,office.com,A,NOERROR,13.107.6.156,60
D00605,2026-08-16 16:45:14,10.20.9.10,office.com,A,NOERROR,13.107.6.156,60
D00606,2026-08-16 16:52:47,10.14.5.4,microsoft.com,A,NOERROR,20.112.52.29,60
D00607,2026-08-16 17:04:32,10.14.8.11,nust.na,A,NOERROR,196.216.167.4,60
D00608,2026-08-16 18:02:09,10.14.8.11,office.com,A,NOERROR,13.107.6.156,300
D00609,2026-08-16 18:09:10,10.14.9.18,office.com,A,NOERROR,13.107.6.156,600
D00610,2026-08-16 19:01:11,10.14.5.4,microsoft.com,A,NOERROR,20.112.52.29,60
D00611,2026-08-16 19:17:18,10.14.8.11,office.com,A,NOERROR,13.107.6.156,300
D00612,2026-08-16 19:25:46,10.14.5.4,mozilla.org,A,NOERROR,44.236.72.93,600
D00613,2026-08-16 19:50:32,10.14.7.23,ietf.org,A,NOERROR,104.16.44.99,60
D00614,2026-08-16 20:25:19,10.20.9.10,namibian.com.na,A,NOERROR,197.221.2.4,600
D00615,2026-08-16 20:51:14,10.20.9.10,cloudflare.com,A,NOERROR,104.16.132.229,60
D00616,2026-08-16 20:58:40,10.14.8.11,mozilla.org,A,NOERROR,44.236.72.93,1800
D00617,2026-08-16 21:14:36,10.14.9.18,akamaiedge.net,A,NOERROR,23.45.67.89,60
D00618,2026-08-16 21:38:21,10.20.9.10,namibian.com.na,A,NOERROR,197.221.2.4,1800
D00619,2026-08-16 21:48:01,10.14.7.23,akamaiedge.net,A,NOERROR,23.45.67.89,600
D00620,2026-08-16 21:50:59,10.14.8.11,microsoft.com,A,NOERROR,20.112.52.29,60
D00621,2026-08-16 22:08:44,10.14.5.4,mozilla.org,A,NOERROR,44.236.72.93,600
D00622,2026-08-16 22:12:56,10.14.5.4,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00623,2026-08-16 22:14:11,10.14.8.11,namibian.com.na,A,NOERROR,197.221.2.4,1800
D00624,2026-08-16 22:26:28,10.20.9.10,mozilla.org,A,NOERROR,44.236.72.93,60
D00625,2026-08-16 22:32:05,10.14.5.4,nust.na,A,NOERROR,196.216.167.4,300
D00626,2026-08-16 22:40:52,10.14.8.11,nust.na,A,NOERROR,196.216.167.4,1800
D00627,2026-08-16 22:45:01,10.14.5.4,cloudflare.com,A,NOERROR,104.16.132.229,600
D00628,2026-08-16 22:58:25,10.14.7.23,namibian.com.na,A,NOERROR,197.221.2.4,600
D00629,2026-08-16 23:16:17,10.14.8.11,office.com,A,NOERROR,13.107.6.156,600
D00630,2026-08-16 23:25:25,10.14.8.11,ubuntu.com,A,NOERROR,185.125.190.29,1800
D00631,2026-08-16 23:37:46,10.14.8.11,nust.na,A,NOERROR,196.216.167.4,300
D00632,2026-08-16 23:51:24,10.20.9.10,windowsupdate.com,A,NOERROR,13.107.4.50,300
